SERIES,COLOR,FRAME,X,Y,Z
0,Yellow,0,78.447266,192.848312,-256.500000
0,Yellow,1,80.618767,196.648422,-256.500000
0,Yellow,2,82.247368,190.676819,-253.500000
0,Yellow,3,81.704468,190.134018,-247.500000
0,Yellow,4,78.447266,186.333923,-259.500000
0,Yellow,5,78.990166,186.876816,-262.500000
0,Yellow,6,78.990166,184.705322,-262.500000
0,Yellow,7,78.990166,185.248215,-259.500000
0,Yellow,8,78.447266,186.333923,-259.500000
1,Yellow,0,173.595871,-21.000181,-226.500000
1,Yellow,1,178.848969,-20.045080,-226.500000
1,Yellow,2,178.848969,-18.134781,-223.500000
1,Yellow,3,177.893860,-16.224581,-211.500000
1,Yellow,4,175.506058,-23.865480,-223.500000
1,Yellow,5,175.983658,-21.000181,-226.500000
1,Yellow,6,174.550964,-20.522581,-229.500000
1,Yellow,7,174.073364,-19.567480,-229.500000
1,Yellow,8,175.506058,-20.522581,-232.500000
2,Yellow,0,40.258766,-101.240578,-22.500000
2,Yellow,1,42.310066,-99.189278,-22.500000
2,Yellow,2,42.822865,-100.727783,-16.500000
2,Yellow,3,43.848465,-100.727783,-16.500000
2,Yellow,4,42.822865,-101.753380,-16.500000
2,Yellow,5,42.310066,-101.753380,-16.500000
2,Yellow,6,44.361263,-98.676483,-19.500000
2,Yellow,7,43.848465,-99.189278,-16.500000
2,Yellow,8,44.361263,-96.112480,-13.500000
2,Yellow,9,39.745964,-92.009979,-13.500000
3,Yellow,0,82.130264,75.834023,1.500000
3,Yellow,1,81.576767,71.959419,1.500000
3,Yellow,2,81.576767,73.066521,1.500000
3,Yellow,3,81.576767,71.405922,1.500000
3,Yellow,4,83.790764,72.513016,1.500000
3,Yellow,5,79.916267,74.173515,1.500000
3,Yellow,6,84.897865,75.280518,-1.500000
3,Yellow,7,86.004868,73.620018,-4.500000
3,Yellow,8,87.111862,77.494621,-1.500000
4,Yellow,0,187.563370,113.047020,4.500000
4,Yellow,1,185.934860,113.047020,4.500000
4,Yellow,2,188.649170,109.789818,-1.500000
4,Yellow,3,188.649170,109.246918,-7.500000
4,Yellow,4,186.477661,109.246918,-7.500000
4,Yellow,5,184.849060,111.961220,-7.500000
4,Yellow,6,-170.372040,-10.483781,-10.500000
4,Yellow,7,-167.899231,-10.483781,-7.500000
4,Yellow,8,-167.404739,-6.527281,-4.500000
4,Yellow,9,-172.844833,-7.516381,-4.500000
5,Yellow,0,199.943359,119.992416,4.500000
5,Yellow,1,199.410858,119.992416,7.500000
5,Yellow,2,-127.062332,12.105919,-19.500000
6,Yellow,0,88.558868,55.623119,10.500000
6,Yellow,1,88.036469,56.668018,10.500000
6,Yellow,2,88.036469,53.010818,10.500000
6,Yellow,3,89.081367,50.921021,10.500000
6,Yellow,4,88.036469,51.965919,10.500000
6,Yellow,5,88.036469,55.100620,10.500000
6,Yellow,6,87.513962,56.668018,10.500000
6,Yellow,7,91.171165,58.757820,10.500000
6,Yellow,8,91.171165,59.280220,10.500000
6,Yellow,9,87.513962,60.847618,10.500000
7,Yellow,0,128.975159,-5.344781,22.500000
7,Yellow,1,129.487961,-5.344781,25.500000
7,Yellow,2,129.487961,-7.396081,22.500000
7,Yellow,3,130.513565,-9.960081,16.500000
7,Yellow,4,131.026459,-9.447281,16.500000
8,Yellow,0,-74.513237,-92.986778,-16.500000
8,Yellow,1,-72.299232,-92.986778,-16.500000
8,Yellow,2,-70.638733,-94.647278,-16.500000
8,Yellow,3,-69.531631,-96.307777,-10.500000
8,Yellow,4,-71.192238,-96.307777,-13.500000
9,Yellow,0,-195.700241,-80.213379,-4.500000
9,Yellow,1,-194.614441,-81.841980,-4.500000
9,Yellow,2,-191.900131,-86.727783,-7.500000
9,Yellow,3,-189.185837,-88.356384,-4.500000
9,Yellow,4,-189.728638,-87.270683,-4.500000
9,Yellow,5,-191.357239,-87.270683,-1.500000
9,Yellow,7,-188.100037,-85.642082,1.500000
9,Yellow,8,-190.271530,-80.213379,7.500000
10,Yellow,0,121.138664,25.746319,-1.500000
10,Yellow,1,122.203667,25.213820,1.500000
10,Yellow,2,123.268562,23.084019,1.500000
10,Yellow,3,124.333466,21.486620,-1.500000
10,Yellow,4,121.671165,22.019020,-1.500000
10,Yellow,5,123.268562,22.551519,-4.500000
10,Yellow,6,124.333466,23.616419,-4.500000
10,Yellow,7,126.463364,25.213820,-7.500000
10,Yellow,8,124.333466,30.006020,-1.500000
10,Yellow,9,121.138664,31.070919,-1.500000
11,Yellow,0,71.317963,-20.132582,7.500000
11,Yellow,1,72.362862,-18.565182,7.500000
11,Yellow,2,71.317963,-20.132582,7.500000
11,Yellow,3,72.885262,-20.655081,10.500000
11,Yellow,4,71.317963,-22.744881,10.500000
11,Yellow,5,70.273064,-20.655081,10.500000
11,Yellow,6,72.885262,-19.087681,7.500000
12,Yellow,0,-59.856934,88.329117,-235.500000
12,Yellow,1,-55.631535,85.512115,-241.500000
12,Yellow,2,-50.936634,79.408722,-235.500000
12,Yellow,3,-50.936634,81.286720,-226.500000
12,Yellow,4,-52.814533,77.061317,-238.500000
12,Yellow,5,-52.345036,78.000320,-235.500000
12,Yellow,6,-52.345036,79.878220,-229.500000
12,Yellow,7,-50.936634,76.591820,-229.500000
13,Yellow,0,-21.278536,40.295418,4.500000
13,Yellow,1,-21.791336,38.757019,4.500000
14,Yellow,0,105.993965,-167.324677,-7.500000
14,Yellow,1,107.504463,-165.310577,-4.500000
14,Yellow,2,105.993965,-163.800079,-4.500000
15,Yellow,0,-146.633331,-137.585175,-16.500000
15,Yellow,1,-145.149628,-133.628677,-16.500000
15,Yellow,2,-143.171341,-137.090576,-16.500000
15,Yellow,3,-141.687729,-138.574280,-16.500000
15,Yellow,4,-139.709442,-141.047073,-16.500000
15,Yellow,5,-144.160538,-139.563385,-16.500000
15,Yellow,7,-140.204041,-137.585175,-19.500000
15,Yellow,8,-140.204041,-135.606888,-13.500000
16,Yellow,0,-40.084435,-190.518478,-1.500000
16,Yellow,1,-39.598534,-188.088974,1.500000
16,Yellow,2,-37.654934,-190.518478,4.500000
16,Yellow,3,-39.112637,-188.088974,1.500000
16,Yellow,4,-35.711235,-191.004379,4.500000
16,Yellow,5,-37.624634,-189.638977,-1.500000
16,Yellow,7,-36.239536,-187.330582,-1.500000
16,Yellow,8,-38.548035,-181.328583,1.500000
16,Yellow,9,-42.241535,-179.020187,1.500000
17,Yellow,0,-188.693939,77.369217,7.500000
17,Yellow,1,-187.331528,74.644318,10.500000
17,Yellow,2,-182.790039,68.740417,4.500000
17,Yellow,3,-180.973434,66.015617,4.500000
17,Yellow,4,-181.427628,66.469719,10.500000
17,Yellow,5,-182.790039,68.740417,10.500000
17,Yellow,6,-182.335938,74.644318,16.500000
17,Yellow,7,-179.611038,70.557022,16.500000
17,Yellow,8,-181.427628,72.827721,22.500000
17,Yellow,9,-185.969040,73.736015,22.500000
18,Yellow,0,-207.108032,105.666718,1.500000
18,Yellow,1,-206.802338,101.295517,1.500000
18,Yellow,2,-201.820740,95.206917,-7.500000
18,Yellow,3,-200.160233,91.332321,-7.500000
18,Yellow,4,-200.713730,91.332321,-4.500000
18,Yellow,5,-201.820740,96.313919,1.500000
18,Yellow,7,-196.285629,95.206917,7.500000
18,Yellow,8,-200.713730,97.420921,10.500000
18,Yellow,9,-207.909332,101.295517,13.500000
19,Yellow,0,43.160965,-182.815186,-4.500000
19,Yellow,1,44.246666,-180.643677,-1.500000
19,Yellow,2,45.875263,-180.100784,1.500000
19,Yellow,3,46.418163,-180.643677,1.500000
19,Yellow,4,46.961063,-182.815186,1.500000
19,Yellow,5,44.246666,-180.643677,1.500000
19,Yellow,6,44.789566,-179.015076,1.500000
19,Yellow,7,46.418163,-179.015076,1.500000
20,Yellow,0,-124.327232,94.434120,1.500000
20,Yellow,1,-124.859734,91.239418,1.500000
20,Yellow,2,-120.067535,84.317322,-4.500000
20,Yellow,3,-119.002632,83.784821,-4.500000
20,Yellow,4,-118.470139,83.252419,-1.500000
20,Yellow,5,-120.067535,85.382217,-1.500000
20,Yellow,7,-116.340332,86.447220,1.500000
20,Yellow,8,-116.340332,90.174416,4.500000
20,Yellow,9,-123.262337,91.239418,7.500000
