SERIES,COLOR,FRAME,X,Y,Z
0,Yellow,0,92.785446,-26.772989,-261.000000
0,Yellow,1,93.615738,-26.772989,-264.000000
0,Yellow,2,90.709747,-23.036791,-261.000000
0,Yellow,3,83.237450,-22.621691,-255.000000
0,Yellow,4,79.086044,-23.451990,-255.000000
0,Yellow,5,76.180145,-22.206591,-252.000000
0,Yellow,6,73.274246,-25.112490,-249.000000
0,Yellow,7,68.707748,-25.942789,-249.000000
1,Yellow,0,2.658447,111.097214,-261.000000
1,Yellow,1,0.207447,110.688705,-261.000000
1,Yellow,2,-0.201053,114.365211,-255.000000
1,Yellow,3,-4.286053,115.999199,-252.000000
1,Yellow,4,-7.145552,111.097214,-249.000000
1,Yellow,5,-9.596653,112.322701,-246.000000
1,Yellow,6,-7.962552,112.731201,-243.000000
1,Yellow,7,-9.188052,112.731201,-243.000000
2,Yellow,0,81.022545,-108.796387,-261.000000
2,Yellow,1,78.610046,-108.394287,-261.000000
2,Yellow,2,77.403748,-103.971481,-258.000000
2,Yellow,3,73.785049,-101.961090,-255.000000
2,Yellow,4,68.960045,-103.569389,-252.000000
2,Yellow,5,69.764244,-100.352692,-249.000000
2,Yellow,6,66.145546,-99.950691,-252.000000
2,Yellow,7,64.537247,-101.961090,-249.000000
3,Yellow,0,175.170242,-4.009590,-261.000000
3,Yellow,1,175.566147,-7.572289,-261.000000
3,Yellow,2,172.003448,-4.405490,-255.000000
3,Yellow,3,168.440643,-3.217890,-255.000000
3,Yellow,4,164.877945,-5.988890,-252.000000
3,Yellow,5,162.106949,-0.842690,-249.000000
3,Yellow,6,162.898651,-1.634490,-249.000000
3,Yellow,7,159.335953,-1.238590,-252.000000
4,Yellow,0,-153.392654,-165.938187,-261.000000
4,Yellow,1,-150.274048,-166.327988,-255.000000
4,Yellow,2,-148.714752,-163.989090,-255.000000
4,Yellow,3,-151.053757,-156.582397,-249.000000
4,Yellow,4,-149.104553,-161.260284,-240.000000
4,Yellow,5,-145.596146,-158.921387,-240.000000
4,Yellow,6,-145.596146,-156.192596,-240.000000
4,Yellow,7,-143.257248,-158.531586,-231.000000
5,Yellow,0,-149.553955,-184.006989,-261.000000
5,Yellow,1,-145.714157,-182.855087,-258.000000
5,Yellow,2,-144.178253,-179.783295,-258.000000
5,Yellow,3,-147.634048,-174.791687,-249.000000
5,Yellow,4,-146.866150,-177.095490,-246.000000
5,Yellow,5,-142.642456,-174.407684,-246.000000
5,Yellow,6,-144.178253,-172.871796,-246.000000
5,Yellow,7,-141.106552,-174.791687,-231.000000
6,Yellow,0,70.176544,-189.057587,-258.000000
6,Yellow,1,70.176544,-189.057587,-258.000000
6,Yellow,2,70.554848,-184.518097,-255.000000
6,Yellow,3,65.637047,-182.626694,-249.000000
6,Yellow,4,64.502144,-182.248383,-246.000000
6,Yellow,5,62.232449,-178.843689,-246.000000
6,Yellow,6,61.475849,-178.465393,-246.000000
6,Yellow,7,62.988949,-179.221985,-246.000000
7,Yellow,0,30.757547,-78.399490,-255.000000
7,Yellow,1,29.266447,-77.653893,-252.000000
7,Yellow,2,30.011950,-74.298889,-252.000000
7,Yellow,3,25.165848,-72.807793,-243.000000
7,Yellow,4,22.556347,-74.298889,-243.000000
7,Yellow,5,23.301947,-72.434990,-240.000000
7,Yellow,6,24.793047,-73.553291,-240.000000
7,Yellow,7,25.165848,-73.180489,-234.000000
8,Yellow,0,4.963448,-42.200890,-255.000000
