SERIES,COLOR,FRAME,X,Y,Z
0,Yellow,0,135.059708,49.680710,-273.000000
0,Yellow,1,132.845703,50.234211,-267.000000
0,Yellow,2,131.738708,45.252609,-255.000000
0,Yellow,3,128.971100,45.252609,-255.000000
0,Yellow,4,128.971100,43.038612,-255.000000
0,Yellow,5,128.417603,45.252609,-255.000000
0,Yellow,6,127.310600,48.020210,-255.000000
0,Yellow,7,129.524597,43.592110,-258.000000
0,Yellow,8,130.631699,52.448311,-249.000000
0,Yellow,9,132.845703,48.020210,-255.000000
1,Yellow,0,135.059708,49.680710,-273.000000
1,Yellow,1,132.845703,50.234211,-267.000000
1,Yellow,2,131.738708,45.252609,-255.000000
1,Yellow,3,128.971100,45.252609,-255.000000
1,Yellow,4,128.971100,43.038612,-255.000000
1,Yellow,5,128.417603,45.252609,-255.000000
1,Yellow,6,127.310600,48.020210,-255.000000
1,Yellow,7,129.524597,43.592110,-258.000000
1,Yellow,8,130.631699,52.448311,-249.000000
1,Yellow,9,132.845703,48.020210,-255.000000
2,Yellow,0,201.252197,76.706810,-18.000000
2,Yellow,1,199.768799,80.168114,-15.000000
2,Yellow,2,200.263306,75.717911,-15.000000
2,Yellow,3,199.274307,77.695808,-15.000000
2,Yellow,4,196.802002,76.212311,-9.000000
2,Yellow,5,195.813095,76.706810,-9.000000
2,Yellow,6,196.802002,78.190208,-9.000000
2,Yellow,7,196.307495,78.190208,-9.000000
2,Yellow,8,195.318604,78.684708,3.000000
2,Yellow,9,197.791000,81.651512,-3.000000
3,Yellow,6,-140.530396,63.105312,-246.000000
3,Yellow,7,-140.530396,59.911411,-246.000000
3,Yellow,8,-133.610092,61.508411,-246.000000
3,Yellow,9,-134.674805,61.508411,-246.000000
4,Yellow,9,212.590195,-154.377594,-207.000000
5,Yellow,2,-96.896996,-71.091690,-234.000000
5,Yellow,3,-95.871597,-76.218689,-234.000000
5,Yellow,4,-93.820801,-72.629791,-243.000000
5,Yellow,5,-95.871597,-72.117088,-240.000000
5,Yellow,6,-94.846199,-71.091690,-246.000000
5,Yellow,7,-94.846199,-76.218689,-243.000000
5,Yellow,8,-88.693802,-70.578987,-246.000000
5,Yellow,9,-88.181099,-74.167892,-246.000000
6,Yellow,0,205.901596,113.387108,-177.000000
6,Yellow,1,201.874207,116.407608,-174.000000
6,Yellow,2,202.377701,110.870010,-162.000000
6,Yellow,3,196.840103,112.883614,-162.000000
